Column1	year	original_name	author	name_category	valid_name	collection_holotype	country_holotype	collection_paratype	country_paratype	country_type_locality	decimal_longitude_type_locality	decimal_latitude_type_locality	type_locality_verbatim	type_locality_catalog_of_fishes	latitude	longitude	datum	uncertainty_(m)	precision	date	georeferenced_by	protocol	expedition	notes
158	1924	Nannorhamdia guttatus	Pearson 1924	valid	Imparfinis guttatus	CAS 63689 [ex IU 17268]	United States of America	"CAS 63690 [ex IU 17268] (1), UMMZ 66483 [ex IU 17268] (1)"	United States of America	Bolivia			"Popoi River, Upper Beni."	"Río Popoi, upper Río Beni, Bolivia"	-15.642896	-67.1626	(WGS84) World Geodetic System 1984	353	0.0000001	Pascal I. Hablützel	7/14/2024 22:52	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
159	1940	Nannorhamdia stictonotus	Fowler 1940	valid	Imparfinis stictonotus	ANSP 68892	United States of America	"ANSP 68893-907 (15, with holotype), 68908-10 (3)"	United States of America	Bolivia			"Todos Santos, Rio Chapare, Bolivia"	"Todos Santos, Río Chapare, Bolivia"	-16.813665	-65.175711	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	5/8/2024 19:42	protocol not recorded	Melbourne A. Carriker	
96	2006	Knodus longus	Zarske & Géry 2006	valid	Knodus longus	MTD F 28853	Germany	Géry coll. (1); MTD F 28854 (1)	Germany	Bolivia			"río Warinilla (oder Harinilla) nahe Choiro, Höhe 1400 m, oberes Einzugsgebiet des río Beni, Bolivien"	"Río Harinilla [Warinilla] near Choiro, Bolivia, elevation 1400 meters"	-16.202977	-67.83739	(WGS84) World Geodetic System 1984	264	0.0000001	Pascal I. Hablützel	5/7/2024 20:51	Georeferencing Quick Reference Guide. 2020		
98	2007	Knodus shinahota	Ferreira & Carvajal 2007	valid	Knodus shinahota	LIRP 5722	Brazil	"LIRP 5723 (7), MZUSP 91630 (3), UMSS 935 (12)"	"Brazil, United States of America"	Bolivia			"río Shinahota, approximately 150 m upriver from under bridge of new Cochabamba-Santa Cruz road, río Chapare basin (rio Mamoré system), town of Shinahota, Província de Tiraque, Cochabamba, Bolivia, 16º59'34""S 65º15'4""W"	"Río Shinahota, about 150 meters upriver from under bridge of new Cochabamba-Santa Cruz road, río Chapare basin, río Mamoré system, town of Shinahota, Province de Tiraque, Cochabamba, Bolivia, 16°59'34""S, 65°15'04""W"	-16.99277778	-65.25111111								
69	1924	Laemolyta fasciata	Pearson 1924	valid	Laemolyta fasciata	(2) CAS 61846 [ex IU 17355] (1)	United States of America	NaN	NaN	Bolivia			Lake Rogoagua and lagoons near the lake	"Lagoons, Lake Rogoagua, Amazon system, Bolivia"	-13.971008	-66.983689	(WGS84) World Geodetic System 1984	12255	0.0000001	Pascal I. Hablützel	1/29/2024 9:42	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
	1937	Anostomus pearsoni	Ahl 1937	uncertain	Laemolyta fasciata	(2) CAS 61846 [ex IU 17355] (1)	United States of America	NaN	NaN															
70	1999	Leporinus bleheri	Géry 1999	valid	Leporinus bleheri	MHNG 2599.60	Switzerland	"Géry coll. 1007-1998-1 (1), MNHN no. pending (1), MZUSP 58375 (1)"	"Brazil, France"	Bolivia			"Bolivia, Rio Verde, tributary of the Iténez (Guaporé) at the border with Brazil, ca 30 km from mouth, below cataract; coordinates ca 14°8' S, 60°30' W"	"Rio Verde, tributary of the Iténez (Guaporé), Bolivia, at the border with Brazil, about 30 kilometers from mouth, about 14°08'S, 60°30'W"	-14.114055	-60.48233	(WGS84) World Geodetic System 1984	2362	0.0000001	Pascal I. Hablützel	5/8/2024 8:57	Georeferencing Quick Reference Guide. 2020		
71	1940	Leporinus pearsoni	Fowler 1940	valid	Leporinus pearsoni	ANSP 69069	United States of America	NaN	NaN	Bolivia			"Boca Chapare, Rio Chimore, Cochabamba, Bolivia"	"Boca Chapare, Río Chimore, Cochabamba, Bolivia"	-15.940585	-64.755579	(WGS84) World Geodetic System 1984	2354	0.0000001	Pascal I. Hablützel	5/8/2024 19:45	protocol not recorded	Melbourne A. Carriker	
	1911	Astyanax guaporensis	Eigenmann 1911	valid	Makunaima guaporensis	FMNH 54709 [ex CM 3351]	United States of America	"CAS 68729 [ex IU 13268 and CM 3352] (1), FMNH 54710 [ex CM 3352] (1)"	United States of America	Bolivia/Brazil			"Maciel, Rio Guaporé"	"Rio Guaporé at Maciel, Brazil"	-12.544691	-63.526247	(WGS84) World Geodetic System 1984	5663	0.0000001	Pascal I. Hablützel	5/8/2024 10:49	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
185	2008	Megalonema amaxanthum	Lundberg & Dahdul 2008	valid	Megalonema amaxanthum	CBF 11896 [ex FMNH 106769]	Bolivia	"many at ANSP, FMNH, IAvH-P, MBUCV-V, MUSM, MZUSP, NPA, USNM"	"Brazil, Colombia, Peru, United States of America, Venezuela"	Bolivia			"Bolivia, Pando State, río Tahuamanu from Boca Nareuda to below Cachuelita, 11º18' S, 68º44' W"	"Río Tahuamanu from Boca Nareuda to below Cachuelita, 11°18'S, 68°44'W, Pando State, Bolivia"	-11.293155	-68.738391	(WGS84) World Geodetic System 1984	1175	0.0000001	Pascal I. Hablützel	1/30/2024 17:50	Georeferencing Quick Reference Guide. 2020		
	1915	Metynnis guaporensis	Eigenmann 1915	valid	Metynnis guaporensis	FMNH 56913 [ex CM 5729]	United States of America	"FMNH 56914-15 [ex CM 5729, smaller specimens] (2)"	United States of America	Bolivia/Brazil			"Maciél, Rio Guaporé"	"Rio Guaporé at Maciél, Brazil"	-12.544691	-63.526247	(WGS84) World Geodetic System 1984	5663	0.0000001	Pascal I. Hablützel	5/8/2024 10:49	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
126	1923	Metynnis otuquensis	Ahl 1923	valid	Metynnis otuquensis	ZMB 16980 (larger of 2)	Germany	ZMB 32499 [ex 16980] (1) smaller of two specimens; plus IU ? (1) cited in description [not at CAS]	Germany	Bolivia/Paraguay			"Rio Otuquis, Bahia Negra"	"Bahia Negra, Río Otuquis, Bolivia or Paraguay"	-20.049139	-58.161926	(WGS84) World Geodetic System 1984	22160	0.0000001	Pascal I. Hablützel	5/8/2024 9:51	Georeferencing Quick Reference Guide. 2020	Juan Daniel Anisits	
	1915	Microschemobrycon guaporensis	Eigenmann 1911	valid	Microschemobrycon guaporensis	FMNH 57926 [ex CM 6910a]	United States of America	NaN	NaN	Bolivia/Brazil			"Maciél, Rio Guaporé"	"Rio Guaporé at Maciél, Amazon system, Brazil"	-12.544691	-63.526247	(WGS84) World Geodetic System 1984	5663	0.0000001	Pascal I. Hablützel	5/8/2024 10:49	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
14	1911	Crenicara altispinosa	Haseman 1911	valid	Mikrogeophagus altispinosus	FMNH 54090 [ex CM 2639a]	United States of America	"(9) FMNH 54091-92 (1, 6)"	United States of America	Bolivia			"Sand-bank in the Rio Mamoré, below the mouth of the Rio Guaporé"	"Río Mamoré, below mouth of Río Guaporé, San Joaquin, Bolivia"	-11.912996	-65.019569	(WGS84) World Geodetic System 1984	3816	0.0000001	Pascal I. Hablützel	1/26/2024 8:41	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
53	2023	Moema beltramonorum	Valdesalici 2023	valid	Moema beltramonorum	MSNG 62480	Italy	MSNG 62481 (2 + 2)	Italy	Bolivia			"Bolivia, Beni department, municipality of Bella Vista, swamp near the arroyo Crespo, Rio San Martin, Rio Iténez/Guaporé drainage, 13°14’57.0”S 63°41’46.1”W"	"Swamp near the arroyo Crespo, Río San Martin, Iténez/Guaporé River basin, Bella Vista Municipality, Beni Department, Bolivia, 13°14'57.0""S, 63°41'46.1""W"	-13.24916667	-63.69613889								
54	2015	Moema beucheyi	"Valdesalici, Nielsen & Pillet 2015"	valid	Moema beucheyi	MSNG 58041	Italy	MSNG 58042 (5)	Italy	Bolivia				"Seasonal pool, Río San Miguel drainage, Río Madeira basin, el Beni Department, Marban Province, Bolivian Amazon, 15°05'31.3""S, 63°57'24.9""W"	-15.09202778	-63.95691667								
55	2003	Aphyolebias claudiae	Costa 2003	valid	Moema claudiae	CBF 885	Bolivia	"CBF 886 (6); UFRJ 4386 (4), 5470 (3, c&s)"	"Bolivia, Brazil"	Bolivia			"Bolivia: Departamento de Santa Cruz, road Santa Cruz-Trinidad, approximately 60 km N of Ascención de Guarayos, temporary pool at río Pablo floodplains, río Guaporé basin, about 15°37'S 63°35'W"	"Temporary pool at río San Pablo floodplains, on road Santa Cruz-Trinidad, río Guaporé basin, about 15°37'S, 63°35'W, Depart. Santa Cruz, Bolivia"	-15.6166667	-63.5833333	(WGS84) World Geodetic System 1984	2668	0.0000001	Pascal I. Hablützel	5/7/2024 23:41	Georeferencing Quick Reference Guide. 2020		
57	2019	Moema funkneri	Valdesalici 2019	valid	Moema funkneri	MSNG 61241	Italy	MSNG 61242 (5)	Italy	Bolivia			"Bolivia, Departamento Santa Cruz, Provincia Chiquitos, seasonal pool in the Río Grande drainage, Río Mamoré basin, 17°42’21.0”S 62°43’42.0”W"	"Seasonal pool in the Río Grande drainage, Río Mamoré basin, Departamento Santa Cruz, Provincia Chiquitos, Bolivia, 17°42'21.0""S, 62°43'42.0""W"	-17.70583333	-62.72833333								
56	2022	Moema juanderibaensis	Drawert 2022	valid	Moema juanderibaensis	MNKP 16539	Bolivia	MNKP	Bolivia	Bolivia			"Bolivia, Santa Cruz, municipality of Santa Rosa del Sara, Juan Deriba ranch, temporary pool (“curichi”) within forest ca. 5 km southeast of Santa Rosa del Sara, hydrologic unit 6226987 (Pfafstetter), Piraí watershed, upper Madeira drainage, Amazon basin, 17°07’17.6”S 63°33’23.3”W"	"Temporary pool within forest ca. 5 km southeast of Santa Rosa del Sara, Juan Deriba ranch, municipality of Santa Rosa del Sara, Piraí watershed, upper Madeira drainage, Amazon basin, Santa Cruz, Bolivia, 17°07'17.6""S, 63°33'23.3""W"	-17.12155556	-63.55647222								
58	1996	Pterolebias obliquus	"Costa, Sarmiento & Barrera 1996"	valid	Moema obliqua	CBF 2328	Bolivia	"CBF 2278-81 (5, 8, 13, 25); MZUSP 48347 (2); UFRJ 3034 (4), 3035 (2, c&s)"	"Bolivia, Brazil"	Bolivia			"Bolivia: Departamento del Beni, Río Mamoré basin, temporary swamp associated with Arroyo Curiraba in Estación Biológica Beni"	"Río Mamoré basin, temporary swamp associated with Arroyo Curiraba, Estación Biológica Beni, Depto. del Beni, Bolivia"	-14.792108	-66.37996	(WGS84) World Geodetic System 1984	162084	0.0000001	Pascal I. Hablützel	5/9/2024 22:45	Georeferencing Quick Reference Guide. 2020		
99	2002	Moenkhausia dorsinuda	Zarske & Géry 2002	valid	Moenkhausia dorsinuda	MTD F 24833	Germany	"MTD F 24834-35 (1, 1); CIRA-UTB 969 (1); Géry Private coll. 1041:1-2 (2)"	"Bolivia, Germany"	Bolivia			"Bolivien, Departamento Beni, Río Ipurupuru, unweit der Kreuzung des Flußes an der Straße nach San Ramón, etwa 73km nördlich Trinidad (14°12'538'' S, 64°56'268'' W)"	"Río Ipurupuru, not far from the crossing of the river and the road to San Ramón, about 73 kilometers north of Trinidad, 14°12'538""S, 64°56'268'W, Departamento Beni, Bolivia"	-14.20896667	-64.9378								
100	1924	Monotocheirodon pearsoni	Eigenmann 1924	valid	Monotocheirodon pearsoni	"(10) CAS 59792 [ex IU 15348] (7), UMMZ 66484 (4)"	United States of America	NaN	NaN	Bolivia			"Espia. At the junction of the Miguilla and La Paz rivers. Altitude 3,080 feet."	"Espia, Bolivia"	-16.51609	0	(WGS84) World Geodetic System 1984	1254	0.0000001	Pascal I. Hablützel	1/29/2024 21:57	Georeferencing Quick Reference Guide. 2020	Nathan E. Pearson	
59	2013	Neofundulus splendidus	Nielsen & Brousseau 2013	valid	Neofundulus splendidus	MNKP 11205	Bolivia	"MNKP 11206 (11), ZUEC 7303 (2)"	"Bolivia, Brazil"	Bolivia			"Bolivia, road San Miguel to San Juan, Departamento Santa Cruz, San Miguel city, río San Miguel, río Mamoré basin (16°46’22.0”S 61°11’12.6”W), altitude 440 m"	"Departamento Santa Cruz, San Miguel city, río San Miguel, río Mamoré basin, Bolivia, 16°46’22.0°S, 61°11’12.6°W, altitude 440 meters"	-16.77277778	-61.18683333								
101	1940	Odontostilbe dierythrura	Fowler 1940	valid	Odontostilbe dierythrura	ANSP 68915	United States of America	"ANSP 68916-48 (33) [non-types 67196-97 (2) and 67198 (1, c&s) mixed with paratypes and not separable]"	United States of America	Bolivia			"Todos Santos, Rio Chapare, Bolivia"	"Todos Santos, Río Chapare, Bolivia"	-16.813665	-65.175711	(WGS84) World Geodetic System 1984	3454	0.0000001	Pascal I. Hablützel	5/8/2024 19:42	protocol not recorded	Melbourne A. Carriker	
102	1940	Odontostilbe hasemani	Fowler 1940	synonym	Odontostilbe dierythrura	ANSP 69100	United States of America	"ANSP 69101-22 (22), 69125 (1, c&s)"	United States of America	Bolivia			"Boca Chapare, Rio Chimore, Cochabamba, Bolivia"	"Boca Chapare, Río Chimore, Cochabamba, Bolivia"	-15.940585	0	(WGS84) World Geodetic System 1984	2354	0.0000001	Pascal I. Hablützel	5/8/2024 19:45	protocol not recorded	Melbourne A. Carriker	
	1907	Odontostilbe microcephalus	Eigenmann 1907	valid	Odontostilbe microcephala	CAS 59790 [ex IU 11086]	United States of America	CAS 59791 [ex IU 11086a] (1)	United States of America	Bolivia			"Rio Pilcomayo, Bolivia"	"Mission de San Francisco, Río Pilcomayo, La Plata system, Bolivia"	-21.273643	-63.462021								
103	1983	Oligosarcus schindleri	Menezes & Géry 1983	valid	Oligosarcus schindleri	ZSM 26095	Germany	"MHNG 2098.10-11 (2), MZUSP 25719-20 (1, 1), USNM 228088 (1), ZSM 26094 (1)"	"Brazil, Germany, Switzerland, United States of America"	Bolivia			"San Francisco de Chipiriri in a small tributary of the Río Chapare (Rio Madeira basin), about 100 km east of Cochabamba, Bolivia"	"Small tributary of Río Chapare at San Francisco de Chipiriri, about 100 kilometers east of Cochabamba, [tentatively 16°45'00""S, 65°18'30""W], Bolivia"									Otto Schindler and Walter Forster (October 1953)	
22	1876	Orestias ortonii	Cope 1876	synonym	Orestias agassii	ANSP 21557	United States of America	NaN	NaN	Bolivia/Peru			Lake Titicaca	"Lake Titicaca, Bolivia"	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	James Orton	
21	1904	Orestias agassizi var. Crequii	Pellegrin 1904	synonym	Orestias agassii	(6) MNHN 1905-0181 to 0183 (3)	France	NaN	NaN	Lake Titicaca			lac Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Maurice Neveu-Lemaire	
23	1904	Orestias agassizi var. inornata	Pellegrin 1904	synonym	Orestias agassii	"(14) MNHN 1905-0166 to 0168 (3) Lake Titicaca, 1905-0169 and 0170 (2) Lake Poopo, Bolivia"	France	NaN	NaN	Lake Titicaca			"lac Titicaca, Lac Poopo, Rio de Pazña"	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Maurice Neveu-Lemaire	
24	1904	Orestias agassizi var. Senechali	Pellegrin 1904	synonym	Orestias agassii	"(16) MNHN 1905-0174 to 0178 (5) Lake Titicaca, MNHN 1905-0179 and 0180 (2) Rio Pazña, Peru"	France	NaN	NaN	Lake Titicaca			"lac Titicaca, Rio de Pazña"	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Maurice Neveu-Lemaire	
25	1904	Orestias agassizi var. typica	Pellegrin 1904	synonym	Orestias agassii	(14) MNHN 1905-0171 to 0173 (3) Lake Titicaca	France	NaN	NaN	Lake Titicaca			lac Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Maurice Neveu-Lemaire	
26	1940	Orestias uyunius	Fowler 1940	synonym	Orestias agassii	ANSP 68866	United States of America	ANSP 68867-91 (25)	United States of America	Bolivia			"Llica, Potosi Department, 12,000 feet elevation, Bolivia; small brooks near the western edge of the Uyuni salt basin"	"Llica, Potosi Dept., Bolivia, elevation 12000 feet"	-19.854192	-68.249942	(WGS84) World Geodetic System 1984	11152	0.0000001	Pascal I. Hablützel	5/9/2024 16:36	protocol not recorded	Melbourne A. Carriker	
27	1846	Orestias albus	Valenciennes 1846	valid	Orestias alba	"MNHN A-9607 (2), ZMB 3491 (1)"	"France, Germany"	NaN	NaN	Bolivia/Peru			Riverains du lac Titicaca	Tributaries of Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Joseph Barclay Pentland	
28	1904	Orestias neveui	Pellegrin 1904	synonym	Orestias alba	MNHN 1905-0189	France	NaN	NaN	Lake Titicaca			lac Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Maurice Neveu-Lemaire	
	1846	Orestias cuvieri	Valenciennes 1846	valid	Orestias cuvieri	"MNHN A-9593 (1), ZMB 3487 (1)"	"France, Germany"	NaN	NaN	Bolivia/Peru			Lac de Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Joseph Barclay Pentland	
31	1981	Orestias forgeti	Lauzanne 1981	valid	Orestias forgeti	MNHN 1981-0603	France	MNHN 1981-0604 (40)	France	Bolivia			zone du détroit de Tiquina	"Tiquina, Lake Titicaca, Bolivia"	-16.260404	-68.794757	(WGS84) World Geodetic System 1984	5662	0.0000001	Pascal I. Hablützel	2024-07-24T06:50:02.143Z	Georeferencing Quick Reference Guide. 2020		
32	1876	Orestias frontosus	Cope 1876	valid	Orestias frontosa	ANSP 21555-56 (2)	United States of America	NaN	NaN	Bolivia/Peru			Lake Titicaca	"Lake Titicaca, Bolivia"	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	James Orton	
33	1944	Orestias agassii pequeni	Tchernavin 1944	synonym	Orestias frontosa	(6) BMNH 1944.6.6.79-83 (5)	United Kingdom	NaN	NaN	Bolivia/Peru			Lago Pequeño (shallow eastern part of Lake Titicaca)	"Lago Pequeño, eastern part of Lake Titicaca, Bolivia"	-16.383329	-68.847403	(WGS84) World Geodetic System 1984	33162	0.0000001	Pascal I. Hablützel	5/9/2024 19:39	Georeferencing Quick Reference Guide. 2020		
34	1944	Orestias gilsoni	Tchernavin 1944	valid	Orestias gilsoni	BMNH 1944.6.6.524	United Kingdom	"(12) BMNH 1944.6.6.525 (1), 1944.6.6.526-530 (5), 1944.6.6.531 (1); USNM 133140 [ex BMNH 1944.6.6.526-530] (5)"	"United Kingdom, United States of America"	Bolivia			"Taquiri Island, Lago Pequeño (shallow south-eastern part of Lake Titicaca); depth 2.7-2.8 M"	"Taquiri Island, Lago Pequeño, southeastern Lake Titicaca, Bolivia, depth 2.7-2.8 meters"	-16.291864	-68.813159	(WGS84) World Geodetic System 1984	3462	0.0000001	Pascal I. Hablützel	5/9/2024 19:37	Georeferencing Quick Reference Guide. 2020		
35	1984	Orestias gracilis	Parenti 1984	valid	Orestias gracilis	AMNH 52120	United States of America	"AMNH 52121 (3, 1 c&s)"	United States of America	Bolivia			"near the village of Huatayata, from 0 to 30 m from the shore at a depth of from 0 to 1 m, on the northeastern side of Lago Pequeño, Lago Titicaca"	"Northeastern side of Lago Pequeño, village of Huatajata, Lake Titicaca, Bolivia"										
30	1846	Orestias humboldti	Valenciennes 1846	synonym	Orestias humboldti	"MNHN 0000-2670 (3), 0000-5829 (11), A-9595 to 9598 (3, 2, 4, 1); ZMB 3489 (2)"	"France, Germany"	NaN	NaN	Bolivia/Peru			"Lac de Titicaca, dans les environs de Guaichu, d'Ancoraymès et près du village de Desaguadero"	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Joseph Barclay Pentland	
36	1981	Orestias ispi	Lauzanne 1981	valid	Orestias ispi	MNHN 1981-0605	France	MNHN 1981-0606 (40)	France	Bolivia			zone du détroit de Tiquina	"Tiquina, Lake Titicaca, Bolivia"	-16.260404	-68.794757	(WGS84) World Geodetic System 1984	5662	0.0000001	Pascal I. Hablützel	2024-07-24T06:50:02.143Z	Georeferencing Quick Reference Guide. 2020		
37	1846	Orestias luteus	Valenciennes 1846	valid	Orestias lutea	MNHN A-9608	France	NaN	NaN	Bolivia/Peru			Lac de Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Joseph Barclay Pentland	
38	1916	Orestias cypho	Fowler 1916	synonym	Orestias lutea	ANSP 21920	United States of America	NaN	NaN	Bolivia			"Taken from a Permo snake from La Paz, Bolivia"	"La Paz, Bolivia (from a snake)"									James Orton	
	1846	Orestias mulleri	Valenciennes 1846	valid	Orestias mulleri	MNHN A-9605 (2)	France	NaN	NaN	Bolivia			"Ils se rencontrent dans les endroits les plus profonds, sur les côtes rocheuses de ces bords orientaux, près de village indien de Guaichu"	"Lake Titicaca near Guaichu, Peru, 15°32'S, 71°37'W"	-15.562167	-69.29175	(WGS84) World Geodetic System 1984	22154	0.0000001	Pascal I. Hablützel	5/9/2024 16:40	protocol not recorded	Joseph Barclay Pentland	
40	1846	Orestias pentlandii	Valenciennes 1846	valid	Orestias pentlandii	"MNHN 0000-4415 (1), A-9594 (2); ZMB 3488 (1)"	"France, Germany"	NaN	NaN	Bolivia/Peru			Lac de Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Joseph Barclay Pentland	
41	1876	Orestias bairdii	Cope 1876	synonym	Orestias pentlandii	ANSP 21554	United States of America	NaN	NaN	Bolivia/Peru			Lake Titicaca	"Lake Titicaca, Bolivia"	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	James Orton	
42	1944	Orestias taquiri	Tchernavin 1944	valid	Orestias taquiri	BMNH 1944.6.6.534	United Kingdom	"(11) BMNH 1944.6.6.535 (1), 536-542 (7?); USNM 133141 (1?)"	"United Kingdom, United States of America"	Bolivia			"Taquiri Island, Lago Pequeño (shallow south-eastern part of Lake Titicaca), depth 2.7-2.8 M"	"Taquiri Island, Lago Pequeño, southeastern Lake Titicaca, Bolivia, depth 2.7-2.8 meters"	-16.291864	-68.813159	(WGS84) World Geodetic System 1984	3462	0.0000001	Pascal I. Hablützel	5/9/2024 19:37	Georeferencing Quick Reference Guide. 2020		
43	1981	Orestias tchernavini	Lauzanne 1981	valid	Orestias tchernavini	MNHN 1981-0770	France	MNHN 1981-0771 (36)	France	Bolivia			zone du détroit de Tiquina	"Tiquina, Lake Titicaca, Bolivia"	-16.260404	-68.794757	(WGS84) World Geodetic System 1984	5662	0.0000001	Pascal I. Hablützel	2024-07-24T06:50:02.143Z	Georeferencing Quick Reference Guide. 2020		
44	1984	Orestias tomcooni	Parenti 1984	valid	Orestias tomcooni	AMNH 52188	United States of America	"AMNH 52189 (5, 2 c&s), 52190 (9)"	United States of America	Bolivia			"near the village of Huatayata, from 0 to 30 m from the shore at a depth of from 0 to 1 m, on the northern side of Lago Pequeño, Lago Titicaca"	"Near the village of Huatayata, northern side of Lago Pequeño of Lake Titicaca, Bolivia"										
45	1855	Orestias tschudii	Castelnau 1855	valid	Orestias tschudii	MNHN A-9604 (3)	France	NaN	NaN	Lake Titicaca			Lac de Titicaca	Lake Titicaca	-15.912056	-69.327967	(WGS84) World Geodetic System 1984	99154	0.0000001	Pascal I. Hablützel	1/28/2024 17:57	Georeferencing Quick Reference Guide. 2020	Hugh Algernon Weddell	
46	1944	Orestias tutini	Tchernavin 1944	valid	Orestias tutini	BMNH 1944.6.6.544	United Kingdom	BMNH 1944.6.6.545-547 (3)	United Kingdom	Bolivia			"Taquiri Island, Lago Pequeño (shallow south-eastern part of Lake Titicaca), depth 2.7-2.8 M"	"Taquiri Island, Lago Pequeño, southeastern Lake Titicaca, Bolivia, depth 2.7-2.8 meters"	-16.291864	-68.813159	(WGS84) World Geodetic System 1984	3462	0.0000001	Pascal I. Hablützel	5/9/2024 19:37	Georeferencing Quick Reference Guide. 2020		
179	1997	Otocinclus caxarari	Schaefer 1997	valid	Otocinclus caxarari	MZUSP 51102	Brazil	"MCP 19286 (9), MZUSP 51602 (9), USNM 316402 (21, 2 c&s)"	"Brazil, United States of America"				"Brazil/Bolivian border, region between Guajara-Mirim and Mato Grosso, approx. 10°48'S, 65°23'W, Río Solimões/Madeira/Guaporé basin"	"Between Guajara-Mirim and Mato Grosso, about 10°48'S, 65°23'W, Rio Solimões/Madeira/Guaporé basin, Brazil/Bolivia border"									B. von Graeve (1970)	
180	1940	Otocinclus mariae	Fowler 1940	valid	Otocinclus mariae	ANSP 69068	United States of America	NaN	NaN	Bolivia			"Boca Chapare, Rio Chimore, Cochabamba, Bolivia."	"Boca Chapare, Río Chimore, tributary to Río Ichilo, about 15°58'S, 64°42'W, Río Mamoré system, Bolivia"	-15.940585	-64.755579	(WGS84) World Geodetic System 1984	2354	0.0000001	Pascal I. Hablützel	5/8/2024 19:45	protocol not recorded	Melbourne A. Carriker	
20	1916	Heterandria hasemani	Henn 1916	valid	Pamphorichthys hasemani	FMNH 55874 [ex CM 4663]	United States of America	FMNH 55875 [ex CM 4664a-c] (3)	United States of America	Bolivia			"Puerto Suarez, Bolivia (Paraguay Basin)"	"Puerto Suárez, Río Paraguay basin, Bolivia"	-18.967311	-57.799491	(WGS84) World Geodetic System 1984	2215	0.0000001	Pascal I. Hablützel	1/28/2024 17:42	Georeferencing Quick Reference Guide. 2020	John D. Haseman	
60	2014	Papiliolebias ashleyae	Nielsen & Brousseau 2014	valid	Papiliolebias ashleyae	MNKP-11203	Bolivia	"MNKP-11204 (5), ZUEC 7297 (2)"	"Bolivia, Brazil"	Bolivia			"Bolivia, Departamento Santa Cruz, north of San José dos Chiquitos, Rio San Pablo, upper Rio Mamoré basin, 17°18’22.7”S 60°38’36.0”W, altitude 313 m"	"Departamento Santa Cruz, north of San José dos Chiquitos, Rio San Pablo, upper Rio Mamoré basin, 17°18’22.7""S, 60°38’36.0""W, Bolivia, elevation 313 meters"	-17.30630556	-60.64333333								
